,player,season,age,team,position,g,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_pct,two_p,two_pa,two_pct,efg,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl,season_num,gs_pct,award,first_place_votes,award_pts_won,award_pts_max
4551,Steve Stipanovich,1984,23,IND,C,81,73.0,2426.0,392,816,0.48,3.0,16.0,0.188,389,800,0.486,0.48200000000000004,183,243,0.753,116.0,446.0,562.0,170,73.0,67.0,161.0,303,970,0.0,1.0,0.9012345679012346,,0.0,0.0,76.0
4556,Bryant Stith,1993,22,DEN,SG,39,12.0,865.0,124,278,0.446,0.0,4.0,0.0,124,274,0.45299999999999996,0.446,99,119,0.8320000000000001,39.0,85.0,124.0,49,24.0,5.0,44.0,82,347,0.0,1.0,0.3076923076923077,,0.0,0.0,98.0
4568,Alex Stivrins,1986,23,SEA,SF,3,0.0,14.0,1,4,0.25,0.0,0.0,N/A,1,4,0.25,0.25,1,4,0.25,3.0,0.0,3.0,1,0.0,0.0,3.0,2,3,0.0,1.0,0.0,,0.0,0.0,78.0
4570,David Stockton,2015,23,SAC,PG,3,0.0,33.0,2,6,0.33299999999999996,1.0,2.0,0.5,1,4,0.25,0.41700000000000004,3,6,0.5,0.0,2.0,2.0,9,2.0,0.0,4.0,1,8,0.0,1.0,0.0,,0.0,0.0,650.0
4572,John Stockton,1985,22,UTA,PG,82,5.0,1490.0,157,333,0.47100000000000003,2.0,11.0,0.182,155,322,0.48100000000000004,0.474,142,193,0.736,26.0,79.0,105.0,415,109.0,11.0,150.0,203,458,0.0,1.0,0.06097560975609756,,0.0,0.0,78.0
4591,Peja Stojaković,1999,21,SAC,SF,48,1.0,1025.0,141,373,0.37799999999999995,57.0,178.0,0.32,84,195,0.431,0.45399999999999996,63,74,0.851,43.0,100.0,143.0,72,41.0,7.0,53.0,43,402,0.0,1.0,0.020833333333333332,,0.0,0.0,118.0
4604,Ed Stokes,1998,26,TOR,C,4,0.0,17.0,1,3,0.33299999999999996,0.0,0.0,N/A,1,3,0.33299999999999996,0.33299999999999996,1,2,0.5,1.0,3.0,4.0,1,1.0,2.0,2.0,4,3,0.0,1.0,0.0,,0.0,0.0,116.0
4605,Greg Stokes,1986,22,PHI,PF,31,13.0,350.0,56,119,0.47100000000000003,0.0,1.0,0.0,56,118,0.475,0.47100000000000003,14,21,0.667,27.0,30.0,57.0,17,14.0,11.0,19.0,56,126,0.0,1.0,0.41935483870967744,,0.0,0.0,78.0
4607,Jarnell Stokes,2015,21,MEM,PF,19,2.0,126.0,21,37,0.568,0.0,0.0,N/A,21,37,0.568,0.568,15,28,0.536,16.0,18.0,34.0,4,5.0,5.0,7.0,25,57,0.0,1.0,0.10526315789473684,,0.0,0.0,650.0
4613,Diamond Stone,2017,19,LAC,C,7,0.0,24.0,3,13,0.231,0.0,0.0,N/A,3,13,0.231,0.231,4,4,1.0,1.0,5.0,6.0,0,0.0,1.0,2.0,5,10,0.0,1.0,0.0,,0.0,0.0,500.0
4614,Julyan Stone,2012,23,DEN,SG,22,2.0,179.0,13,31,0.419,2.0,11.0,0.182,11,20,0.55,0.452,8,11,0.727,5.0,20.0,25.0,37,8.0,6.0,11.0,18,36,0.0,1.0,0.09090909090909091,,0.0,0.0,600.0
4618,Awvee Storey,2005,27,NJN,SG,9,0.0,32.0,3,10,0.3,1.0,2.0,0.5,2,8,0.25,0.35,1,2,0.5,4.0,1.0,5.0,1,0.0,0.0,0.0,3,8,0.0,1.0,0.0,,0.0,0.0,630.0
4621,Damon Stoudamire,1996,22,TOR,PG,70,70.0,2865.0,481,1129,0.426,133.0,337.0,0.395,348,792,0.439,0.485,236,296,0.797,59.0,222.0,281.0,653,98.0,19.0,267.0,166,1331,1.0,1.0,1.0,roy,76.0,76.0,113.0
